Data;DM;DS;MES;ANO;ESTAC;FER;NEB_SECO_9;NEB_SECO_15;NEB_SECO_21;NEB_SECO_MED;PA_SECO_9;PA_SECO_15;PA_SECO_21;PA_SECO_MED;TEMP_BS_SECO_9;TEMP_BS_SECO_15;TEMP_BS_SECO_21;TEMP_BS_SECO_MED;TEMP_BU_SECO_9;TEMP_BU_SECO_15;TEMP_BU_SECO_21;TEMP_BU_SECO_MED;UMID_SECO_9;UMID_SECO_15;UMID_SECO_21;UMID_SECO_MED;DV_SECO_9;DV_SECO_15;DV_SECO_21;DV_SECO_MED;VV_SECO_9;VV_SECO_15;VV_SECO_21;VV_SECO_MED;NEB_SUL_9;NEB_SUL_15;NEB_SUL_21;NEB_SUL_MED;PA_SUL_9;PA_SUL_15;PA_SUL_21;PA_SUL_MED;TEMP_BS_SUL_9;TEMP_BS_SUL_15;TEMP_BS_SUL_21;TEMP_BS_SUL_MED;TEMP_BU_SUL_9;TEMP_BU_SUL_15;TEMP_BU_SUL_21;TEMP_BU_SUL_MED;UMID_SUL_9;UMID_SUL_15;UMID_SUL_21;UMID_SUL_MED;DV_SUL_9;DV_SUL_15;DV_SUL_21;DV_SUL_MED;VV_SUL_9;VV_SUL_15;VV_SUL_21;VV_SUL_MED;NEB_NE_9;NEB_NE_15;NEB_NE_21;NEB_NE_MED;PA_NE_9;PA_NE_15;PA_NE_21;PA_NE_MED;TEMP_BS_NE_9;TEMP_BS_NE_15;TEMP_BS_NE_21;TEMP_BS_NE_MED;TEMP_BU_NE_9;TEMP_BU_NE_15;TEMP_BU_NE_21;TEMP_BU_NE_MED;UMID_NE_9;UMID_NE_15;UMID_NE_21;UMID_NE_MED;DV_NE_9;DV_NE_15;DV_NE_21;DV_NE_MED;VV_NE_9;VV_NE_15;VV_NE_21;VV_NE_MED;NEB_N_9;NEB_N_15;NEB_N_21;NEB_N_MED;PA_N_9;PA_N_15;PA_N_21;PA_N_MED;TEMP_BS_N_9;TEMP_BS_N_15;TEMP_BS_N_21;TEMP_BS_N_MED;TEMP_BU_N_9;TEMP_BU_N_15;TEMP_BU_N_21;TEMP_BU_N_MED;UMID_N_9;UMID_N_15;UMID_N_21;UMID_N_MED;DV_N_9;DV_N_15;DV_N_21;DV_N_MED;VV_N_9;VV_N_15;VV_N_21;VV_N_MED;NEB_BR_9;NEB_BR_15;NEB_BR_21;NEB_BR_MED;PA_BR_9;PA_BR_15;PA_BR_21;PA_BR_MED;TEMP_BS_BR_9;TEMP_BS_BR_15;TEMP_BS_BR_21;TEMP_BS_BR_MED;TEMP_BU_BR_9;TEMP_BU_BR_15;TEMP_BU_BR_21;TEMP_BU_BR_MED;UMID_BR_9;UMID_BR_15;UMID_BR_21;UMID_BR_MED;DV_BR_9;DV_BR_15;DV_BR_21;DV_BR_MED;VV_BR_9;VV_BR_15;VV_BR_21;VV_BR_MED;TAR_SECO_CSO;TAR_SECO_CP;TAR_SECO_IP;TAR_SECO_IND;TAR_SECO_PP;TAR_SECO_RED;TAR_SECO_RR;TAR_SECO_RRA;TAR_SECO_RRI;TAR_SECO_SP1;TAR_SECO_SP1;TAR_SECO_MED;TAR_SUL_CSO;TAR_SUL_CP;TAR_SUL_IP;TAR_SUL_IND;TAR_SUL_PP;TAR_SUL_RED;TAR_SUL_RR;TAR_SUL_RRA;TAR_SUL_RRI;TAR_SUL_SP1;TAR_SUL_SP2;TAR_SUL_MED;TAR_NE_CSO;TAR_NE_CP;TAR_NE_IP;TAR_NE_IND;TAR_NE_PP;TAR_NE_RED;TAR_NE_RR;TAR_NE_RRA;TAR_NE_RRI;TAR_NE_SP1;TAR_NE_SP2;TAR_NE_MED;TAR_N_CSO;TAR_N_CP;TAR_N_IP;TAR_N_IND;TAR_N_PP;TAR_N_RED;TAR_N_RR;TAR_N_RRA;TAR_N_RRI;TAR_N_SP1;TAR_N_SP2;TAR_N_MED;TAR_BR_CSO;TAR_BR_CP;TAR_BR_IP;TAR_BR_IND;TAR_BR_PP;TAR_BR_RED;TAR_BR_RR;TAR_BR_RRA;TAR_BR_RRI;TAR_BR_SP1;TAR_BR_SP2;TAR_BR_MED;Meta_Selic;Taxa_Selic;CDI;DolarC;DolarC_var;DolarV;DolarV_var;EuroC;EuroC_var;EuroV;EuroV_var;IBV_Cot;IBV_min;IBV_max;IBV_varabs;IBV_varperc;IBV_vol;INPC_m;INPC_ac;IPCA_m;IPCA_ac;IPA-M_m;IPA-M_ac;IPA-DI_m;IPA-DI_ac;IGP-M_m;IGP-M_ac;IGP-DI_m;IGP-DI_ac;PAB_o;PAB_d;TVP_o;TVP_d;PICV_o;PICV_d;CCU_o;CCU_d;CS_o;CS_d;UCPIIT_FGV_o;UCPIIT_FGV_d;CPCIIT_CNI_o;CPCIIT_CNI_d;VIR_o;VIR_d;HTPIT_o;HTPIT_d;SRIT_o;SRIT_d;PPOB;PGN;PIG_o;PIG_d;PIBCa_o;PIBCa_d;PIBI_o;PIBI_d;PIBCo_o;PIBCo_d;PIA_o;PIA_d;ICC;INEC;ICEI;DBNDES;IEG_o;IEG_d;IETIT_o;IETIT_d;IETC_o;IETC_d;IETS_o;IETS_d;IETCV_o;IETCV_d;PO;TD;BM;PME
15/04/2018;15;7;4;2018;2;0;7.5;7.96;7.28;7.53;965.47;963.62;961.83;963.64;23.17;27.76;22.21;23.96;21.49;23.36;20.81;21.7;84.96;65.6;88.2;81.33;9.33;10.89;6.89;8.8;1.16;1.5;0.65;1.05;8;7;7.09;7.41;979.17;977.53;974.25;976.91;17.82;22.43;18.17;19.11;16.55;18.84;16.65;17.16;87.88;70.53;85.78;82.76;11;10.56;10.62;10.75;1.97;2.49;1.79;2.04;7.08;6.65;4.76;6.1;983.92;983.91;981.62;983.05;25.54;29.5;24.63;26.19;25.36;26.26;25;25.45;81.97;65.43;87.55;79.93;12.34;13.84;11.18;12.28;1.97;1.91;1.42;1.75;8.79;8.4;6.73;7.92;999.88;996.67;998.05;998.39;25.27;29.08;26.2;26.57;24.85;26.47;25.31;25.43;90.11;76.33;88.8;86.18;11.33;11.3;6.46;9.5;1.13;1.24;0.54;0.94;7.8;7.6;6.59;7.3;980.66;978.99;977;978.87;23.02;27.25;22.72;23.97;21.93;23.56;21.72;22.26;85.88;68.82;87.55;82.24;11.21;11.63;8.82;10.42;1.5;1.74;1.06;1.4;461.18;476.37;270.76;415.22;460.27;478.67;338.86;278.1;353.23;365.06;402.4;444.44;444.22;442.09;251.54;400.24;467.56;448.7;306.85;245.24;313.68;336.65;386.46;411.07;451.53;456.77;269.06;386.18;461.46;444.84;343.52;233.12;232.32;334.73;342.19;415.86;539.62;552.03;311.97;498.7;534.13;535.56;384.01;648.97;356.78;410.2;0;510.2;458.89;471.13;270.13;409.71;466.93;469.37;329.69;236.88;294.19;353.63;380.94;435.95;6.5;6.4;6.39;3.41;0;3.41;0;4.2;0;4.2;0;84334.41;84143.7;85441.03;-1109.12;0;3612596;0.21;1.69;0.22;2.76;0.71;1.27;1.26;2.79;0.93;2.97;0.57;1.89;102.36;102.06;91.38;91.99;70.99;72.73;72.37;80.76;102.27;107.72;91.75;92.97;94.56;95.03;78.96;85.5;79.35;79.74;98.93;102.8;123.91;151.55;86.5;89.9;80;80.6;85.8;89.4;89.3;93;266140;140.03;109.94;102.2;56.7;85976.6;175.41;174.02;138.28;137.14;216.64;218.44;187.62;186.18;171.03;167.98;90733;12.88;263342.86;223343.74
16/04/2018;16;1;4;2018;2;0;8.83;8.88;7.85;8.47;961.66;960;964.56;962.33;22.5;26.78;22.32;23.5;19.87;21.92;21.79;21.1;85.15;67.9;89.32;82.4;13.41;15.82;9.7;12.62;1.25;1.41;0.95;1.18;5.43;5.65;5.35;5.46;974.95;976.38;977.86;976.4;18.22;23.54;18.93;19.81;16.61;19.05;17.16;17.43;85.04;65.06;83.41;79.44;9.48;8.44;8.94;9.01;2.18;2.79;2.34;2.39;7.39;7.7;4.94;6.55;982.81;982.97;981.65;982.41;25.2;28.73;24.82;25.94;24;25.43;24.83;24.67;80.96;66.38;84.1;78.49;12.95;14.96;11.08;12.75;1.97;2.34;1.65;1.94;8.13;8.34;6.67;7.64;1000.08;996.6;998.14;998.48;25.11;28.88;25.59;26.23;24.66;25.78;25.06;25.09;90.66;75.91;90.57;86.94;10.58;11.52;9.06;10.24;0.97;0.86;0.58;0.8;7.72;7.9;6.52;7.32;977.64;976.84;979.25;978.04;22.66;26.83;22.75;23.74;21.01;22.75;22.01;21.82;85.38;68.74;87.34;81.96;12.06;13.63;9.97;11.67;1.58;1.84;1.32;1.55;461.18;476.37;270.76;415.22;460.27;478.67;338.86;278.1;353.23;365.06;402.4;444.44;444.22;442.09;251.54;400.24;467.56;448.7;306.85;245.24;313.68;336.65;386.46;411.07;451.53;456.77;269.06;386.18;461.46;444.84;343.52;233.12;232.32;334.73;342.19;415.86;539.62;552.03;311.97;498.7;534.13;535.56;384.01;648.97;356.78;410.2;0;510.2;458.89;471.13;270.13;409.71;466.93;469.37;329.69;236.88;294.19;353.63;380.94;435.95;6.5;6.4;6.39;3.43;0.46;3.43;0.46;4.24;0.88;4.24;0.88;82861.58;82761.97;84591.48;-1472.83;-1.75;3003539;0.21;1.69;0.22;2.76;0.71;1.27;1.26;2.79;0.93;2.97;0.57;1.89;102.36;102.06;91.38;91.99;70.99;72.73;72.37;80.76;102.27;107.72;91.75;92.97;94.56;95.03;78.96;85.5;79.35;79.74;98.93;102.8;123.91;151.55;86.5;89.9;80;80.6;85.8;89.4;89.3;93;266140;140.03;109.94;102.2;56.7;85976.6;175.41;174.02;138.28;137.14;216.64;218.44;187.62;186.18;171.03;167.98;90733;12.88;263342.86;223343.74
17/04/2018;17;2;4;2018;2;0;8.92;9.03;8.33;8.73;961.32;961.35;958.27;960.19;21.65;24.92;22.01;22.6;19.36;21.19;20.86;20.38;84.48;70.48;84.66;81.04;10.53;8.45;9.39;9.58;1.8;1.36;1.14;1.44;4.48;4.59;3.39;4.1;973.42;975.31;972.68;973.62;18.31;24.94;18.94;20.2;16.37;19.74;16.83;17.38;81.74;61.29;80.61;76.2;6.81;14.13;9.95;9.82;2.44;1.64;2.41;2.23;8.06;8.46;5;7.01;982.86;984.16;981.62;982.72;24.88;28.08;24.55;25.55;24.77;25.18;24.48;24.76;81.83;69.24;84.46;79.67;13.93;13.64;11.29;12.87;2.05;2.1;1.29;1.78;8.17;7.22;6.57;7.33;999.74;996.96;998.09;998.43;24.64;29.69;25.38;26.18;24.16;26.49;24.51;24.87;92.37;72.45;91.45;87.04;10.66;15.55;8.37;11.02;0.75;1.26;0.49;0.78;7.59;7.6;6.34;7.12;977.24;977.54;975.44;976.64;22.2;26.47;22.5;23.38;20.74;22.64;21.37;21.45;84.45;68.37;85.16;80.7;10.68;12.56;10.02;10.9;1.81;1.6;1.39;1.6;461.18;476.37;270.76;415.22;460.27;478.67;338.86;278.1;353.23;365.06;402.4;444.44;444.22;442.09;251.54;400.24;467.56;448.7;306.85;245.24;313.68;336.65;386.46;411.07;451.53;456.77;269.06;386.18;461.46;444.84;343.52;233.12;232.32;334.73;342.19;415.86;539.62;552.03;311.97;498.7;534.13;535.56;384.01;648.97;356.78;410.2;0;510.2;458.89;471.13;270.13;409.71;466.93;469.37;329.69;236.88;294.19;353.63;380.94;435.95;6.5;6.4;6.39;3.4;-0.65;3.4;-0.65;4.2;-0.87;4.2;-0.87;84086.12;82809.56;84191.2;1224.55;1.48;2709885;0.21;1.69;0.22;2.76;0.71;1.27;1.26;2.79;0.93;2.97;0.57;1.89;102.36;102.06;91.38;91.99;70.99;72.73;72.37;80.76;102.27;107.72;91.75;92.97;94.56;95.03;78.96;85.5;79.35;79.74;98.93;102.8;123.91;151.55;86.5;89.9;80;80.6;85.8;89.4;89.3;93;266140;140.03;109.94;102.2;56.7;85976.6;175.41;174.02;138.28;137.14;216.64;218.44;187.62;186.18;171.03;167.98;90733;12.88;263342.86;223343.74
18/04/2018;18;3;4;2018;2;0;7.86;8;7.46;7.74;962.96;962.34;961.71;962.33;21.59;26.4;21.42;22.73;19.72;21.33;20.1;20.26;81.45;64.22;87.3;79.34;11.41;10.71;5.77;9.12;1.85;1.47;0.92;1.4;2.78;3.53;2.91;3.02;972.67;973.58;972;972.65;18.7;27.3;19.7;21.23;16.75;20.62;17.37;17.95;82.13;53.18;79.09;73.75;14.81;19.5;10.86;14.5;1.77;1.84;1.78;1.79;6.76;6.62;5.41;6.22;984.33;984.41;982.48;983.66;25.51;29.56;24.21;26.03;24.78;26.12;24.44;24.99;77.66;62.91;85.75;77;12.31;11.63;10.83;11.58;2.18;2.38;1.47;1.96;7.52;6.75;6.63;6.99;1000.48;997.6;998.3;998.94;25.14;30.2;25.65;26.6;24.64;26.52;24.46;25.04;90.03;70.18;89.29;84.79;11;11.36;10.34;10.84;1.05;1.58;0.76;1.08;6.4;6.49;5.85;6.22;978.2;977.72;976.78;977.55;22.45;27.9;22.38;23.78;20.96;23.05;21.13;21.55;82.04;62.55;85.39;78.42;12.37;13.11;9.03;11.31;1.78;1.79;1.21;1.57;461.18;476.37;270.76;415.22;460.27;478.67;338.86;278.1;353.23;365.06;402.4;444.44;444.22;442.09;251.54;400.24;467.56;448.7;306.85;245.24;313.68;336.65;386.46;411.07;451.53;456.77;269.06;386.18;461.46;444.84;343.52;233.12;232.32;334.73;342.19;415.86;539.62;552.03;311.97;498.7;534.13;535.56;384.01;648.97;356.78;410.2;0;510.2;458.89;471.13;270.13;409.71;466.93;469.37;329.69;236.88;294.19;353.63;380.94;435.95;6.5;6.4;6.39;3.38;-0.58;3.38;-0.58;4.19;-0.3;4.19;-0.3;85776.46;84090.28;86149.14;1690.34;2.01;4326705;0.21;1.69;0.22;2.76;0.71;1.27;1.26;2.79;0.93;2.97;0.57;1.89;102.36;102.06;91.38;91.99;70.99;72.73;72.37;80.76;102.27;107.72;91.75;92.97;94.56;95.03;78.96;85.5;79.35;79.74;98.93;102.8;123.91;151.55;86.5;89.9;80;80.6;85.8;89.4;89.3;93;266140;140.03;109.94;102.2;56.7;85976.6;175.41;174.02;138.28;137.14;216.64;218.44;187.62;186.18;171.03;167.98;90733;12.88;263342.86;223343.74
19/04/2018;19;4;4;2018;2;0;7.46;7.64;5.1;6.62;962.08;961.72;961.48;961.77;22.05;26.99;21.97;23.26;20.18;22.01;20.25;20.66;80.87;63.67;83.18;77.43;8.84;11.81;8.1;9.31;1.38;1.01;0.73;1.05;2.09;3.59;2.17;2.49;970.39;971.64;970.23;970.64;19.79;28.02;20.6;22.15;17.56;20.76;18.34;18.65;80.57;50.35;80.43;72.96;16.1;25.69;13.33;17.46;1.4;1.95;0.76;1.3;6.2;6.39;5.11;5.84;985.41;984.43;983.55;984.47;25.67;29.65;25.02;26.42;25.07;25.91;24.82;25.19;78.09;63.98;81.03;75.67;14.7;12.54;12.15;13.21;2.27;2.36;1.8;2.12;7.01;7.18;5.67;6.55;999.92;997.25;998.53;998.73;25.92;30.67;26.07;27.16;25.21;26.56;24.96;25.45;86.61;67.82;86.76;81.97;8.84;10.48;6.51;8.38;1.1;1.57;0.76;1.09;5.92;6.4;4.53;5.52;977.35;976.97;976.51;976.94;23.02;28.44;23;24.37;21.49;23.33;21.55;21.97;81.14;61.43;82.76;76.82;11.75;14.88;9.82;11.81;1.53;1.62;0.99;1.35;461.18;476.37;270.76;415.22;460.27;478.67;338.86;278.1;353.23;365.06;402.4;444.44;444.22;442.09;251.54;400.24;467.56;448.7;306.85;245.24;313.68;336.65;386.46;411.07;451.53;456.77;269.06;386.18;461.46;444.84;343.52;233.12;232.32;334.73;342.19;415.86;539.62;552.03;311.97;498.7;534.13;535.56;384.01;648.97;356.78;410.2;0;510.2;458.89;471.13;270.13;409.71;466.93;469.37;329.69;236.88;294.19;353.63;380.94;435.95;6.5;6.4;6.39;3.4;0.39;3.4;0.39;4.19;0.04;4.19;0.05;85824.26;85197.28;86059.44;47.8;0.06;3631426;0.21;1.69;0.22;2.76;0.71;1.27;1.26;2.79;0.93;2.97;0.57;1.89;102.36;102.06;91.38;91.99;70.99;72.73;72.37;80.76;102.27;107.72;91.75;92.97;94.56;95.03;78.96;85.5;79.35;79.74;98.93;102.8;123.91;151.55;86.5;89.9;80;80.6;85.8;89.4;89.3;93;266140;140.03;109.94;102.2;56.7;85976.6;175.41;174.02;138.28;137.14;216.64;218.44;187.62;186.18;171.03;167.98;90733;12.88;263342.86;223343.74
20/04/2018;20;5;4;2018;2;0;7.5;7.8;4.62;6.49;961.3;958.77;961.24;960.65;22.58;27.92;22.34;23.83;20.28;22.26;20.51;20.86;81.61;60.64;84.3;77.38;10.91;12.48;7.07;9.86;0.88;0.9;0.46;0.73;3.09;5.65;0.91;2.91;968.56;969.86;968.19;968.75;20.73;28.18;21.53;22.89;18.2;21.29;18.72;19.17;78.35;53.24;76.22;71.27;14.52;25.88;16.29;18.02;1.08;2.1;0.75;1.21;6.37;7.01;4.34;5.77;983.12;983.24;982.87;983.05;25.73;29.33;25.03;26.37;25.36;26.32;25.02;25.47;79.76;65.55;82.97;77.41;13.64;11.9;11.83;12.53;2.15;2.39;1.6;2;7.22;7.45;5.61;6.67;999.63;996.46;998.58;998.44;26.13;30.2;26.44;27.26;25.27;26.78;25.03;25.56;86.87;70.66;86.27;82.59;10.97;9.09;4.92;8.23;1.23;1.3;0.42;0.94;6.2;7.09;3.95;5.58;976.2;975.09;975.91;975.82;23.5;28.69;23.41;24.76;21.77;23.68;21.8;22.26;81.29;61.68;82.63;76.89;12.42;14.9;9.67;12;1.26;1.56;0.75;1.14;461.18;476.37;270.76;415.22;460.27;478.67;338.86;278.1;353.23;365.06;402.4;444.44;444.22;442.09;251.54;400.24;467.56;448.7;306.85;245.24;313.68;336.65;386.46;411.07;451.53;456.77;269.06;386.18;461.46;444.84;343.52;233.12;232.32;334.73;342.19;415.86;539.62;552.03;311.97;498.7;534.13;535.56;384.01;648.97;356.78;410.2;0;510.2;458.89;471.13;270.13;409.71;466.93;469.37;329.69;236.88;294.19;353.63;380.94;435.95;6.5;6.4;6.39;3.41;0.37;3.41;0.36;4.19;-0.07;4.19;-0.07;85550.09;85024.84;85823.13;-274.17;-0.32;3082648;0.21;1.69;0.22;2.76;0.71;1.27;1.26;2.79;0.93;2.97;0.57;1.89;102.36;102.06;91.38;91.99;70.99;72.73;72.37;80.76;102.27;107.72;91.75;92.97;94.56;95.03;78.96;85.5;79.35;79.74;98.93;102.8;123.91;151.55;86.5;89.9;80;80.6;85.8;89.4;89.3;93;266140;140.03;109.94;102.2;56.7;85976.6;175.41;174.02;138.28;137.14;216.64;218.44;187.62;186.18;171.03;167.98;90733;12.88;263342.86;223343.74
21/04/2018;21;6;4;2018;2;1;6.84;6.05;4.63;5.81;960.04;957.83;959.15;959.15;22.74;28.37;22.69;24.13;19.08;20.79;20.55;20.06;80.19;56.18;83.76;75.53;10.9;13.74;6.81;10.07;0.94;1.29;0.39;0.82;4.52;7.35;4.17;5.1;966.9;969.41;966.66;967.44;20.47;23.84;21.3;21.62;18.33;20.08;18.9;18.98;80.7;73.35;79.96;78.58;15.48;15.5;9.14;13.11;1.09;1.86;0.96;1.23;7.43;7.75;5.49;6.78;981.01;981.47;981.13;981.17;25.07;28.54;24.71;25.8;25.03;25.87;25.11;25.27;82.35;67.55;84.39;79.41;12.81;12.11;12.68;12.59;1.76;1.95;1.75;1.8;6.72;7.08;5.91;6.51;998.27;994.17;996.88;996.72;25.92;30.84;26.02;27.19;25.56;26.75;25.21;25.73;87.37;68.3;88.24;82.93;10.47;14.7;4.92;9.45;1.01;1.25;0.39;0.84;6.47;6.92;4.92;6;974.66;973.78;974.03;974.2;23.26;27.84;23.34;24.44;21.37;22.83;21.91;21.94;82.02;64.46;83.86;78.32;12.28;13.81;8.33;11.18;1.17;1.54;0.8;1.13;461.18;476.37;270.76;415.22;460.27;478.67;338.86;278.1;353.23;365.06;402.4;444.44;444.22;442.09;251.54;400.24;467.56;448.7;306.85;245.24;313.68;336.65;386.46;411.07;451.53;456.77;269.06;386.18;461.46;444.84;343.52;233.12;232.32;334.73;342.19;415.86;539.62;552.03;311.97;498.7;534.13;535.56;384.01;648.97;356.78;410.2;0;510.2;458.89;471.13;270.13;409.71;466.93;469.37;329.69;236.88;294.19;353.63;380.94;435.95;6.5;6.4;6.39;3.41;0;3.41;0;4.19;0;4.19;0;85550.09;85024.84;85823.13;-274.17;0;3082648;0.21;1.69;0.22;2.76;0.71;1.27;1.26;2.79;0.93;2.97;0.57;1.89;102.36;102.06;91.38;91.99;70.99;72.73;72.37;80.76;102.27;107.72;91.75;92.97;94.56;95.03;78.96;85.5;79.35;79.74;98.93;102.8;123.91;151.55;86.5;89.9;80;80.6;85.8;89.4;89.3;93;266140;140.03;109.94;102.2;56.7;85976.6;175.41;174.02;138.28;137.14;216.64;218.44;187.62;186.18;171.03;167.98;90733;12.88;263342.86;223343.74
22/04/2018;22;7;4;2018;2;0;4.15;4.84;3.63;4.13;962.05;958.75;957.23;959.42;22.76;28.75;22.37;24.11;17.93;20.09;19.17;18.94;73.95;53.02;78.47;70.41;8.05;13.21;5.72;8.46;0.94;1.22;0.45;0.83;2.94;4.65;6.09;4.55;970.25;968.36;965.46;967.98;20.42;27.48;20.16;22.08;18.49;21.95;18.61;19.4;83.24;61.53;86.43;79.01;16;20.56;15.67;17.02;1.52;1.18;1.14;1.29;7.93;8.05;5.78;7.16;981.91;982.57;979.7;981.25;24.81;27.96;24.39;25.44;24.67;26.36;24.81;25.14;82.44;71.44;85.42;80.81;11.64;12.68;13.35;12.54;1.84;2.41;1.63;1.9;7.24;6.49;6.47;6.77;997.6;993.88;995.84;996.01;25.68;31.04;26.09;27.17;25;26.97;25.23;25.58;87.91;68.67;88.63;83.37;8.23;14.2;5.89;8.84;0.99;1.56;0.6;0.98;5.41;5.9;5.2;5.45;976.68;974.54;972.67;974.64;23.22;28.63;22.95;24.48;20.88;23.14;21.34;21.62;80.38;61.91;83.62;76.98;10.89;14.74;9.67;11.4;1.31;1.53;0.89;1.21;461.18;476.37;270.76;415.22;460.27;478.67;338.86;278.1;353.23;365.06;402.4;444.44;444.22;442.09;251.54;400.24;467.56;448.7;306.85;245.24;313.68;336.65;386.46;411.07;451.53;456.77;269.06;386.18;461.46;444.84;343.52;233.12;232.32;334.73;342.19;415.86;539.62;552.03;311.97;498.7;534.13;535.56;384.01;648.97;356.78;410.2;0;510.2;458.89;471.13;270.13;409.71;466.93;469.37;329.69;236.88;294.19;353.63;380.94;435.95;6.5;6.4;6.39;3.41;0;3.41;0;4.19;0;4.19;0;85550.09;85024.84;85823.13;-274.17;0;3082648;0.21;1.69;0.22;2.76;0.71;1.27;1.26;2.79;0.93;2.97;0.57;1.89;102.36;102.06;91.38;91.99;70.99;72.73;72.37;80.76;102.27;107.72;91.75;92.97;94.56;95.03;78.96;85.5;79.35;79.74;98.93;102.8;123.91;151.55;86.5;89.9;80;80.6;85.8;89.4;89.3;93;266140;140.03;109.94;102.2;56.7;85976.6;175.41;174.02;138.28;137.14;216.64;218.44;187.62;186.18;171.03;167.98;90733;12.88;263342.86;223343.74
23/04/2018;23;1;4;2018;2;0;3.45;5.68;3.29;3.95;959.51;958.83;961.07;959.92;22.86;29.31;22.51;24.34;19.23;22.35;19.31;20.04;75.58;56.05;79.5;72.17;10.82;14.3;7.17;10.32;1.24;1.26;0.58;1;6.65;7.33;2.41;5.23;966.94;966.33;969.46;967.73;20.4;26.28;21.85;22.41;18.69;21.32;19.92;19.81;84.91;64.17;83.53;79.21;12.33;23.44;7.88;13.44;1.46;1.76;1.11;1.41;6.89;7.15;6.45;6.79;981.88;982.95;980.43;981.6;25.26;28.79;24.18;25.74;24.98;26.04;24.39;25.02;79.26;67.14;85.18;78.45;13.82;11.98;10.4;12.08;2.38;2.27;1.53;2.04;7.48;7.37;6.74;7.18;999.35;995.01;996.22;997.09;25.69;30.57;26.88;27.36;24.99;26.81;25.29;25.55;90;71.31;86.72;84.1;7.86;11.03;7.06;8.35;0.96;1.25;0.9;1.01;5.76;6.75;4.56;5.56;974.9;974.07;975.61;974.96;23.35;28.68;23.47;24.73;21.43;23.67;21.6;22.05;81.25;63.17;83.03;77.4;11.39;15.14;8.06;11.08;1.49;1.58;0.98;1.32;461.18;476.37;270.76;415.22;460.27;478.67;338.86;278.1;353.23;365.06;402.4;444.44;444.22;442.09;251.54;400.24;467.56;448.7;306.85;245.24;313.68;336.65;386.46;411.07;451.53;456.77;269.06;386.18;461.46;444.84;343.52;233.12;232.32;334.73;342.19;415.86;539.62;552.03;311.97;498.7;534.13;535.56;384.01;648.97;356.78;410.2;0;510.2;458.89;471.13;270.13;409.71;466.93;469.37;329.69;236.88;294.19;353.63;380.94;435.95;6.5;6.4;6.39;3.44;0.94;3.44;0.94;4.2;0.39;4.21;0.39;85602.49;84710.73;85745.94;52.41;0.06;2500974;0.21;1.69;0.22;2.76;0.71;1.27;1.26;2.79;0.93;2.97;0.57;1.89;102.36;102.06;91.38;91.99;70.99;72.73;72.37;80.76;102.27;107.72;91.75;92.97;94.56;95.03;78.96;85.5;79.35;79.74;98.93;102.8;123.91;151.55;86.5;89.9;80;80.6;85.8;89.4;89.3;93;266140;140.03;109.94;102.2;56.7;85976.6;175.41;174.02;138.28;137.14;216.64;218.44;187.62;186.18;171.03;167.98;90733;12.88;263342.86;223343.74
24/04/2018;24;2;4;2018;2;0;3.05;5.4;3.35;3.75;960.58;959.49;959.45;959.88;23.35;29.46;22.72;24.64;20.44;22.4;20.78;21.06;77.93;54.74;80.64;73.15;8.96;12.58;6.7;9.02;1.09;1.27;0.63;0.96;5.57;6.28;5.61;5.76;969.57;968.95;967.72;968.72;20.51;26.47;21.33;22.31;19.16;21.56;19.8;20;88.09;64.94;86.7;81.78;13.43;14.94;15.86;14.72;1.22;1.64;0.84;1.18;6.74;6.44;5.86;6.34;982.71;984.37;981.86;982.81;25.63;29.58;24.69;26.26;25.29;26.28;25.15;25.48;78.9;63.93;83.95;77.05;12.13;11.79;11.17;11.68;2.3;2.15;1.68;2.03;7.86;7.5;7.01;7.45;999.32;995.27;997.5;997.62;25.59;30.39;26.05;26.96;24.69;26.49;25.04;25.27;89.86;70.82;90.05;85.17;9.42;10.59;5.39;8.2;0.96;1.31;0.67;0.94;5.41;6.25;5.14;5.52;976;975.17;974.72;975.31;23.61;28.94;23.37;24.85;21.95;23.76;22.16;22.48;82.7;62.16;84.59;78.28;10.74;12.88;9.47;10.8;1.37;1.55;0.91;1.24;461.18;476.37;270.76;415.22;460.27;478.67;338.86;278.1;353.23;365.06;402.4;444.44;444.22;442.09;251.54;400.24;467.56;448.7;306.85;245.24;313.68;336.65;386.46;411.07;451.53;456.77;269.06;386.18;461.46;444.84;343.52;233.12;232.32;334.73;342.19;415.86;539.62;552.03;311.97;498.7;534.13;535.56;384.01;648.97;356.78;410.2;0;510.2;458.89;471.13;270.13;409.71;466.93;469.37;329.69;236.88;294.19;353.63;380.94;435.95;6.5;6.4;6.39;3.47;0.71;3.47;0.71;4.24;0.82;4.24;0.81;85469.08;85105.84;86577.73;-133.42;-0.16;2933022;0.21;1.69;0.22;2.76;0.71;1.27;1.26;2.79;0.93;2.97;0.57;1.89;102.36;102.06;91.38;91.99;70.99;72.73;72.37;80.76;102.27;107.72;91.75;92.97;94.56;95.03;78.96;85.5;79.35;79.74;98.93;102.8;123.91;151.55;86.5;89.9;80;80.6;85.8;89.4;89.3;93;266140;140.03;109.94;102.2;56.7;85976.6;175.41;174.02;138.28;137.14;216.64;218.44;187.62;186.18;171.03;167.98;90733;12.88;263342.86;223343.74
